nominative,genitive,gender,declension
vespa,vespae,f,I
vesper,vespererī,m,III
vespera,vesperae,f,I
Vesta,Vestae,f,I
vestibulum,vestibulī,n,II
vestīgium,vestīgiī,n,II
vestīmentum,vestīmentī,n,II
vestis,vestis,f,III
vestītus,vestītūs,m,IV
veterātor,veterātōris,m,III
veternus,veternī,m,II
vetitum,vetitī,n,II
vetustās,vetustātis,f,III
vexātiō,vexātiōnis,f,III
vexātor,vexātōris,m,III
vēxillārius,vēxillāriī,m,II
vēxillum,vēxillī,n,II
via,viae,f,I
viāticum,viāticī,n,II
viātor,viātōris,m,III
vīburnum,vīburnī,n,II
VicaPota,VicaPotae,f,I
vīcēnsima,vīcēnsimae,f,I
vicia,viciae,f,I
vīcīnia,vīcīniae,f,I
vīcīnitās,vīcīnitātis,f,III
vicissitūdō,vicissitūdinis,f,III
vīctima,vīctimae,f,I
vīctimārius,vīctimāriī,m,II
vīctor,vīctōris,m,III
vīctōria,vīctōriae,f,I
vīctōriātus,vīctōriātī,m,II
Vīctōriola,Vīctōriolae,f,I
vīctrīx,vīctrīicis,f,III
vīctus,vīctūs,m,IV
vīculus,vīculī,m,II
vīcus,vīcī,m,II
vidua,viduae,f,I
viduitās,viduitātis,f,III
vigilantia,vigilantiae,f,I
vigilia,vigiliae,f,I
vigor,vigōris,m,III
vīlica,vīlicae,f,I
vīlicus,vīlicī,m,II
vīlitās,vīlitātis,f,III
vīlla,vīllae,f,I
vīllula,vīllulae,f,I
vīllum,vīllī,n,II
villus,villī,m,II
vīmen,vīmeninis,n,III
Vīnālia,Vīnāliaium,n,II
vinclum,vinclī,n,II
vinculum,vinculī,n,II
vīndēmia,vīndēmiae,f,I
vīndēmiola,vīndēmiolae,f,I
vīndēmitor,vīndēmitōris,m,III
vindex,vindeicis,m,III
vindicātiō,vindicātiōnis,f,III
vindicta,vindictae,f,I
vīnea,vīneae,f,I
vīnētum,vīnētī,n,II
vīnitor,vīnitōris,m,III
vīnolentia,vīnolentiae,f,I
vīnum,vīnī,n,II
viola,violae,f,I
violārium,violāriī,n,II
violātiō,violātiōnis,f,III
violātor,violātōris,m,III
violentia,violentiae,f,I
vīpera,vīperae,f,I
vīrēs,vīrēsium,f,II
virga,virgae,f,I
virgētum,virgētī,n,II
virginitās,virginitātis,f,III
virgō,virginis,f,III
virgula,virgulae,f,I
virguncula,virgunculae,f,I
viridārium,viridāriī,n,II
viriditās,viriditātis,f,III
virīlitās,virīlitātis,f,III
virtūs,virtūtis,f,III
vīrus,vīrī,n,II
vīscerātiō,vīscerātiōnis,f,III
vīscum,vīscī,n,II
vīsiō,vīsiōnis,f,III
vīsum,vīsī,n,II
vīsus,vīsūs,m,IV
vīta,vītae,f,I
vītātiō,vītātiōnis,f,III
vitellus,vitellī,m,II
vīticula,vīticulae,f,I
vitiōsitās,vitiōsitātis,f,III
vītis,vītis,f,III
vītisator,vītisatōris,m,III
vitium,vitiī,n,II
vitricus,vitricī,m,II
vitrum,vitrī,n,II
vitta,vittae,f,I
vitula,vitulae,f,I
vitulus,vitulī,m,II
vituperātiō,vituperātiōnis,f,III
vituperātor,vituperātōris,m,III
vīvārium,vīvāriī,n,II
vīvirādīx,vīvirādīīcis,f,III
vocābulum,vocābulī,n,II
vocātiō,vocātiōnis,f,III
vōciferātiō,vōciferātiōnis,f,III
vōcula,vōculae,f,I
Volcānus,Volcānī,m,II
volgātor,volgātōris,m,III
volgus,volgī,n,II
volnerātiō,volnerātiōnis,f,III
volnus,volnueris,n,III
volō,volōnis,m,III
volpēcula,volpēculae,f,I
volpēs,volpis,f,III
volticulus,volticulī,m,II
voltur,voltururis,m,III
volturius,volturiī,m,II
voltus,voltūs,m,IV
volūbilitās,volūbilitātis,f,III
volucris,volucris,f,III
volūmen,volūmeninis,n,III
voluntās,voluntātis,f,III
voluptās,voluptātis,f,III
volūtābrum,volūtābrī,n,II
volūtātiō,volūtātiōnis,f,III
volva,volvae,f,I
vomica,vomicae,f,I
vomitiō,vomitiōnis,f,III
vomitus,vomitūs,m,IV
vorāgō,vorāginis,f,III
vōtum,vōtī,n,II
vōx,vōvōcis,f,III
xiphiās,xiphiāsae,m,I
xystus,xystī,m,II
zelotypia,zelotypiae,f,I
Zephyrus,Zephyrī,m,II
zōdiacus,zōdiacī,m,II
zōna,zōnae,f,I
